sneaker_name,sneaker_brand,collaboration,collaboration_name,sneaker_slug,sneaker_color,data.category,discount_tag,box_condition,product_condition,retail_price_eur,lowest_price_eur,instant_ship_lowest_price_eur,gp_lowest_price_eur,gp_instant_ship_lowest_price_eur,release_year,release_month,release_day
Lunar Flyknit Chukka 'Midnight Fog',Nike,0,No,lunar-flyknit-chukka-554969-081,black,shoes,over_retail,good_condition,new_no_defects,151.6438175473,925.0,681.489074707,1325.14,749.6088867188,2021,7,15
Air Zoom Talaria Mid Flyknit Premium 'Anthracite',Nike,0,No,air-zoom-talaria-mid-flyknit-premium-875784-001,black,shoes,over_retail,badly_damaged,new_no_defects,225.0,5000.0,5916.779296875,7041.56,5355.1845703125,2016,12,30
Zoom Span 4 'Black Hyper Royal',Nike,0,No,zoom-span-4-black-hyper-royal-dc8996-002,black,shoes,over_retail,good_condition,new_no_defects,100.9187675201,65.0,70.608215332,99.74,117.1739273071,2021,7,15
Air Barrage Mid 'Cabana',Nike,0,No,air-barrage-mid-cabana-at7847-001,blue,shoes,over_retail,good_condition,new_no_defects,150.0,342.0,493.7305603027,467.73,554.3206176758,2019,8,3
Zoom Hyperfuse 2011 TB 'White Blue',Nike,0,No,zoom-hyperfuse-2011-tb-white-blue-454146-103,white,shoes,over_retail,no_original_box,used,106.4421944587,50.0,66.2456130981,81.74,97.36302948,2021,6,15
Wmns Dunk Low Pro 'Glacier Blue',Nike,0,No,wmns-dunk-low-pro-302517-112,white,shoes,over_retail,good_condition,used,110.1873793665,303.0,346.4340515137,413.2,436.3251953125,2021,6,15
Air Jordan 1 Retro High OG 'Shadow' 2018,Nike,0,No,air-jordan-1-retro-high-og-shadow-2018-555088-013,black,shoes,over_retail,good_condition,new_no_defects,160.0,272.0,294.0,377.01,405.52,2018,4,14
Wmns Air Max Genome 'White',Nike,0,No,wmns-air-max-genome-white-cz1645-100,white,shoes,under_retail,good_condition,new_no_defects,170.0,125.0,178.9480743408,156.74,202.7773284912,2021,6,15
Air Max+ 2011 'Binary Blue',Nike,0,No,air-max-2011-binary-blue-429889-440,blue,shoes,over_retail,badly_damaged,used,160.0,300.0,381.4653930664,316.54,335.0586547852,2021,7,15
Air Wild 'Golden Beige',Nike,0,No,air-wild-golden-beige-917547-200,tan,shoes,over_retail,no_original_box,used,110.0,117.0,135.8947296143,162.14,193.8890686035,2021,6,15
Wmns Juvenate Woven 'Clear Jade',Nike,0,No,wmns-juvenate-woven-clear-jade-833824-301,green,shoes,under_retail,good_condition,new_no_defects,100.0,61.0,77.28099823,94.94,113.422416687,2021,7,15
Zoom Hyperfuse 'Canada',Nike,0,No,zoom-hyperfuse-canada-407622-601,red,shoes,over_retail,badly_damaged,used,100.0,199.0,244.3052825928,306.71,505.4212341309,2021,7,15
Court Force Low,Nike,0,No,court-force-low-314191-114,white,shoes,over_retail,good_condition,new_no_defects,103.1984814683,55.0,71.5768432617,87.74,104.4484634399,2021,6,15
Wmns Air Max Deluxe OG 'Midnight Navy',Nike,0,No,wmns-air-max-deluxe-og-black-aq1272-001,black,shoes,over_retail,good_condition,new_no_defects,114.9074104495,95.0,106.4735183716,135.74,142.0283050537,2018,8,16
Air Max+ 2011 Leather 'Black Metallic Silver',Nike,0,No,air-max-2011-leather-black-metallic-silver-456325-090,black,shoes,over_retail,no_original_box,used,107.6879072826,103.0,104.3102493286,145.34,237.5812225342,2021,7,15
Wmns Dunk High LXX 'Cinnabar',Nike,0,No,wmns-dunk-high-lxx-cinnabar-dx0346-600,red,shoes,under_retail,good_condition,new_no_defects,150.0,34.0,37.0,72.14,75.74,2022,11,4
Wmns Air Max Plus Premium 'Vachetta Tan Gum',Nike,0,No,wmns-air-max-plus-premium-vachetta-tan-gum-dz2832-200,tan,shoes,under_retail,good_condition,new_no_defects,185.0,139.0,164.9479370117,202.63,215.9026641846,2022,12,22
Wmns Air Max Genome 'White Crimson Bliss',Nike,0,No,wmns-air-max-genome-white-crimson-bliss-dc4057-100,white,shoes,under_retail,good_condition,new_no_defects,170.0,94.0,102.0,134.54,144.14,2021,6,15
Wmns Air Huarache Run Ultra 'White',Nike,0,No,wmns-air-huarache-run-ultra-819151-102,white,shoes,under_retail,good_condition,new_no_defects,134.4321531974,76.0,97.354637146,120.14,165.5550537109,2021,6,15
Air Max Effort TR,Nike,0,No,nike-air-max-effort-tr-men-s-training-shoe-705367-008,black,shoes,over_retail,missing_lid,new_no_defects,108.7336849426,100.0,124.9110794067,141.74,146.3226470947,2021,7,15
Wmns Air Max Jewell SE 'Gum Med Brown',Nike,0,No,wmns-air-max-jewell-se-gum-med-brown-896195-006,black,shoes,over_retail,good_condition,new_no_defects,110.0,504.0,545.7526245117,744.39,774.0413818359,2017,11,15
Air Huarache Elite TB 'Black',Nike,0,No,air-huarache-elite-tb-black-314183-010,black,shoes,over_retail,badly_damaged,new_no_defects,125.0,210.0,246.8287353516,322.15,386.7874450684,2021,7,15
Zoom Uptempo 5 Premium 'Black Spark',Nike,0,No,zoom-uptempo-5-premium-black-spark-366570-060,black,shoes,over_retail,no_original_box,new_with_defects,102.392946339,199.0,216.600112915,316.1,360.4316711426,2012,6,12
Air Flow,Nike,0,No,air-flow-458206-500,grey,shoes,over_retail,good_condition,new_no_defects,116.3649855438,450.0,425.837097168,658.82,608.6645507812,2021,6,15
Wmns Dunk Low 'Zebra',Nike,0,No,wmns-dunk-low-zebra-307380-101,white,shoes,over_retail,good_condition,new_no_defects,156.534065775,910.0,674.8120117188,1192.59,896.6951293945,2021,6,15
Air Max 1 'Coconut Milk Burgundy Crush',Nike,0,No,air-max-1-coconut-milk-burgundy-crush-fn6952-103,white,shoes,under_retail,good_condition,new_no_defects,140.0,75.0,94.0,111.74,165.74,2021,6,15
Air Max 97 RFT GS 'Gunsmoke',Nike,0,No,air-max-97-rft-gs-gunsmoke-bq8437-001,black,shoes,over_retail,no_original_box,new_no_defects,160.0,200.0,195.8696899414,283.7,306.7550048828,2021,7,15
Dunk Low Premium SB 'Seattle Supersonics',Nike,0,No,dunk-low-premium-sb-seattle-supersonics-fz1287-300,green,shoes,over_retail,no_original_box,new_no_defects,125.0,500.0,496.8239746094,672.5,650.0588378906,2021,7,15
373v2 'Grey Navy',New Balance,0,No,373v2-grey-navy-ml373ct2,grey,shoes,over_retail,good_condition,new_no_defects,80.0,108.0,110.9629440308,136.34,146.3864135742,2021,2,14
Dunk Low Premium SB 'Philadelphia Phillies',Nike,0,No,dunk-low-premium-sb-philadelphia-phillies-dq4040-400,blue,shoes,over_retail,good_condition,new_no_defects,115.0,239.0,273.0,310.34,334.34,2022,7,26
Zoom Skyposite 'Triple Black',Nike,0,No,zoom-skyposite-triple-black-375505-001,black,shoes,over_retail,good_condition,new_no_defects,160.0,399.0,724.0749511719,587.27,1076.2908935547,2021,7,15
Air Toki Tz,Nike,0,No,air-toki-tz-362213-771,yellow,shoes,over_retail,good_condition,new_no_defects,96.0470748742,120.0,128.9450836182,165.74,184.1851654053,2021,6,15
Wmns Air Max Dia 'Phantom Barely Volt',Nike,0,No,wmns-air-max-dia-phantom-barely-volt-aq4312-004,white,shoes,over_retail,good_condition,new_no_defects,101.7988040004,82.0,81.5452575684,127.34,137.5535583496,2021,6,15
Supreme x Air Zoom Courtposite 'Black',Nike,1,Supreme,supreme-x-air-zoom-courtposite-black-fb8934-001,black,shoes,under_retail,good_condition,new_no_defects,150.0,122.0,132.0,153.14,165.14,2023,10,19
Air Maestro 2 LTD 'Gym Red',Nike,0,No,air-maestro-2-ltd-gym-red-ah8511-002,red,shoes,under_retail,good_condition,new_no_defects,140.0,100.0,111.8558502197,141.74,164.5287780762,2018,6,30
Air Span 2 'Kinetic Green',Nike,0,No,air-span-2-kinetic-green-ah8047-006,grey,shoes,over_retail,good_condition,new_no_defects,110.0,258.0,309.1159057617,369.23,411.6417541504,2021,7,15
Wmns Dunk Hi Ease,Nike,0,No,wmns-dunk-hi-ease-896187-101,white,shoes,over_retail,no_original_box,new_no_defects,109.9836720107,300.0,374.2106018066,423.67,495.8773193359,2021,6,15
Air Safari Premium Nrg,Nike,0,No,air-safari-premium-nrg-543261-030,black,shoes,over_retail,good_condition,used,102.6399704402,115.0,115.7408294678,159.74,176.0006713867,2021,7,15
Wmns Air Max 97 'Triple Black',Nike,0,No,wmns-air-max-97-triple-black-921733-001,black,shoes,under_retail,good_condition,new_no_defects,160.0,83.0,90.0,129.74,138.14,2017,8,5
Dunk Low SP 'Brazil' 2024,Nike,0,No,dunk-low-sp-brazil-2024-cu1727-700-24,green,shoes,under_retail,good_condition,new_no_defects,115.0,79.0,110.0,94.49,153.74,2024,2,2
Free Run 5.0 'Black White',Nike,0,No,free-run-5-0-black-white-cz1884-001,black,shoes,under_retail,good_condition,new_no_defects,100.0,71.0,114.0,106.94,158.54,2021,6,13
Wmns Air Force 1 6 Inch 'White Metallic Silver',Nike,0,No,wmns-air-force-1-6-inch-white-metallic-silver-314389-101,white,shoes,over_retail,badly_damaged,new_with_defects,105.4311254363,56.0,79.7444610596,92.54,124.5724639893,2021,6,15
Air Max 95 'Smoke Grey Track Red',Nike,0,No,air-max-95-smoke-grey-track-red-dm0011-007,grey,shoes,under_retail,good_condition,new_no_defects,175.0,137.0,176.8724060059,171.14,279.7106628418,2023,7,27
Wmns Air Jordan 1 High PRM 'Barely Volt',Nike,0,No,wmns-air-jordan-1-high-prm-barely-volt-ah7389-700,yellow,shoes,over_retail,good_condition,new_no_defects,145.0,146.0,183.7341156006,221.49,259.2005615234,2019,6,21
Air Streak Lite 'Summit White',Nike,0,No,air-streak-lite-summit-white-cd4387-100,white,shoes,over_retail,good_condition,new_no_defects,100.4696298685,71.0,87.0713272095,106.94,135.982711792,2020,1,3
Free Flyknit Chukka,Nike,0,No,free-flyknit-chukka-639700-600,red,shoes,over_retail,good_condition,new_no_defects,94.8400939833,60.0,94.0609283447,93.74,106.6683044434,2021,6,15
Wmns Zoom Fly 5 'Black Gold Fireberry',Nike,0,No,wmns-zoom-fly-5-black-gold-fireberry-dm8974-004,black,shoes,under_retail,good_condition,new_no_defects,170.0,135.0,186.7224273682,144.53,192.7623748779,2024,3,5
Wmns Air Force 1 Upstep Low 'BHM',Nike,0,No,wmns-air-force-1-upstep-low-bhm-920788-100,white,shoes,under_retail,good_condition,new_no_defects,140.0,131.0,141.0,178.94,205.19,2017,2,16
Wmns Air Max 1 '87 'Hydrangeas',Nike,0,No,wmns-air-max-1-87-hydrangeas-hq4051-500,purple,shoes,over_retail,good_condition,new_no_defects,140.0,166.0,191.340423584,233.44,277.3448486328,2021,7,15
Shox RNG,Nike,0,No,shox-rng-314181-001,grey,shoes,over_retail,good_condition,used,102.2858868712,100.0,169.0737915039,141.74,148.5423278809,2021,7,15
Wmns Air Max Plus Lux 'Gunsmoke',Nike,0,No,wmns-air-max-plus-lux-ah6788-001,grey,shoes,over_retail,good_condition,new_no_defects,115.5329542756,200.0,195.6677398682,308.12,344.531463623,2018,1,11
Air Jordan 1 Retro High OG 'White Cement',Nike,0,No,air-jordan-1-retro-high-og-white-cement-dz5485-052,grey,shoes,under_retail,good_condition,new_no_defects,180.0,91.0,119.0,130.94,155.54,2023,5,6
NFL x Free Trainer V7 'Dallas Cowboys',Nike,1,NFL,nfl-x-free-trainer-v7-dallas-cowboys-aa1948-405,blue,shoes,over_retail,good_condition,new_no_defects,110.0,149.0,174.3092346191,236.57,267.380279541,2017,8,27
Wmns Dunk Low Pro,Nike,0,No,womens-dunk-low-pro-302517-222,brown,shoes,over_retail,good_condition,new_no_defects,118.4881743888,152.0,212.4178771973,219.32,285.0682678223,2021,7,15
Dunk Low SB 'Mystic Red',Nike,0,No,dunk-low-sb-mystic-red-dv5429-601,red,shoes,under_retail,good_condition,new_no_defects,110.0,71.0,77.0,95.54,123.74,2023,10,17
Air Footscape NM 'Hyper Cobalt',Nike,0,No,air-footscape-nm-hyper-cobalt-852629-400,blue,shoes,over_retail,badly_damaged,new_with_defects,120.0,50.0,112.3229370117,81.74,162.7625732422,2016,10,14
Wmns Court Air Zoom Zero HC Premium 'Industrial Blue',Nike,0,No,wmns-court-air-zoom-zero-hc-premium-industrial-blue-ao5023-400,blue,shoes,over_retail,good_condition,new_no_defects,103.8912606758,119.0,133.2708129883,172.94,210.8450012207,2021,7,15
Wmns Air Force 1 Low 'White Melon Tint',Nike,0,No,wmns-air-force-1-low-white-melon-tint-fq2742-100,white,shoes,under_retail,good_condition,new_no_defects,110.0,59.0,66.0673217773,92.54,117.0455856323,2021,6,15
Wmns Dunk High Rebel 'Sunset Rush Maroon',Nike,0,No,wmns-dunk-high-rebel-mars-yard-do6722-100,white,shoes,under_retail,good_condition,new_no_defects,120.0,85.0,117.8222885132,123.74,170.1374053955,2021,6,15
Air Max+ 2012,Nike,0,No,air-max-2012-487982-107,white,shoes,over_retail,badly_damaged,used,108.8742663537,200.0,224.7718811035,308.12,379.9224243164,2021,6,15
Wmns NikeCourt Zoom Lite 3 Premium 'Burgundy Crush Pinksicle',Nike,0,No,wmns-nikecourt-zoom-lite-3-premium-burgundy-crush-pinksicle-dq4684-600,red,shoes,over_retail,good_condition,new_no_defects,70.0,138.0,212.9723205566,210.33,231.9328460693,2022,11,1
Air Span 2 Premium 'Anthracite Grey',Nike,0,No,air-span-2-premium-anthracite-grey-ao1546-001,black,shoes,over_retail,good_condition,new_no_defects,108.7336849426,100.0,124.9110794067,141.74,146.3226470947,2021,7,15
Wmns Dunk High 'Grain Gold',Nike,0,No,wmns-dunk-high-grain-gold-407922-202,gold,shoes,over_retail,no_original_box,used,210.0,100.0,74.9691238403,141.74,149.6807098389,2021,7,15
Air Max Modern Essential 'Black',Nike,0,No,air-max-modern-essential-black-844874-003,black,shoes,under_retail,no_original_box,new_no_defects,90.0,59.0,66.0314102173,92.54,122.1083221436,2021,7,15
Wmns Air Max 200 'Bordeaux',Nike,0,No,wmns-air-max-200-teal-nebula-at6175-001,black,shoes,over_retail,good_condition,new_no_defects,99.9952763981,72.0,78.0,108.14,115.34,2019,9,6
Wmns Air Max Dawn 'Pastel',Nike,0,No,wmns-air-max-dawn-pastel-dz5199-100,white,shoes,under_retail,good_condition,new_no_defects,125.0,98.0,123.9828948975,139.34,191.2523803711,2022,11,14
Wmns Air Zoom Infiltrator 'White Light Blue',Nike,0,No,wmns-air-zoom-infiltrator-white-light-blue-311891-147,white,shoes,over_retail,no_original_box,used,103.1984814683,55.0,71.5768432617,87.74,104.4484634399,2021,6,15
Zoom Shift EP 'Kay Yow',Nike,0,No,zoom-shift-ep-kay-yow-897654-101,white,shoes,over_retail,no_original_box,new_no_defects,100.0,110.0,123.6869430542,153.74,172.7373962402,2021,6,15
Wmns Air Jordan 1 Low 'Bred Sail',Nike,0,No,wmns-air-jordan-1-low-bred-sail-dc0774-061,black,shoes,under_retail,good_condition,new_no_defects,110.0,27.0,29.0,54.14,56.54,2021,7,15
Wmns Air Max Skyline 'Black Stealth Pink Flash',Nike,0,No,wmns-air-max-skyline-black-stealth-pink-flash-343904-003,black,shoes,over_retail,no_original_box,used,126.1154334209,300.0,376.2644958496,409.35,567.2536621094,2021,7,15
SB Lunar Rod 'Crystal Mint',Nike,0,No,sb-lunar-rod-crystal-mint-537693-311,green,shoes,over_retail,badly_damaged,used,100.6104054013,77.0,87.8214187622,114.14,130.8938903809,2021,7,15
Wmns Internationalist Liberty QS 'Paisley',Nike,0,No,wmns-internationalist-liberty-qs-paisley-654938-400,blue,shoes,over_retail,no_original_box,used,119.9090291013,300.0,337.4013061523,444.19,477.7119445801,2021,7,15
Wmns Air Max 90 Ultra PRM,Nike,0,No,wmns-air-max-90-ultra-prm-859522-001,grey,shoes,over_retail,good_condition,new_no_defects,145.0,294.0,358.129486084,411.92,557.1364135742,2021,7,15
Wmns GTS 97 'Koromogae',Nike,0,No,wmns-gts-97-moon-fossil-do2756-087,cream,shoes,over_retail,good_condition,new_no_defects,75.0,90.0,100.5987091064,129.74,140.0083465576,2021,11,3
Killshot OG 'Beetroot',Nike,0,No,killshot-og-beetroot-dc1982-600,red,shoes,under_retail,good_condition,new_no_defects,90.0,54.0,66.8943405151,86.54,99.3952636719,2020,9,29
Wmns Quest 3 'White Green Glow',Nike,0,No,wmns-quest-3-white-green-glow-cd0232-111,white,shoes,under_retail,good_condition,new_no_defects,75.0,67.0,73.4371643066,109.34,130.313659668,2021,3,30
Wmns Air Max 90 Ultra 2.0 Flyknit 'Racer Pink',Nike,0,No,wmns-air-max-90-ultra-2-0-flyknit-racer-pink-881109-103,pink,shoes,under_retail,no_original_box,new_no_defects,160.0,120.0,135.7989807129,165.74,203.1037445068,2017,5,10
Air Bo 1,Nike,0,No,nike-air-bo-1-705069-001,black,shoes,over_retail,no_original_box,used,103.1984814683,55.0,71.5768432617,87.74,104.4484634399,2021,6,15
Lunar Flyknit Chukka,Nike,0,No,lunar-flyknit-chukka-554969-444,blue,shoes,over_retail,good_condition,new_no_defects,113.9935293529,174.0,219.2649230957,271.64,272.1998901367,2021,7,15
LunarGlide 9 'Black',Nike,0,No,lunarglide-9-black-904715-007,black,shoes,over_retail,good_condition,new_no_defects,127.5082669394,327.0,372.5701293945,496.09,551.0435180664,2021,7,15
Vandal Supreme High 'Blue Orbit',Nike,1,Supreme,vandal-supreme-high-blue-orbit-318330-400,blue,shoes,over_retail,good_condition,new_no_defects,90.0,127.0,175.2474365234,174.14,233.7070465088,2021,7,15
Wmns 247 Classic 'Hearts Pack - Pink',Nike,0,No,wmns-247-classic-hearts-pack-pink-wrl247em,pink,shoes,over_retail,good_condition,new_no_defects,102.9355302859,114.0,114.4952545166,166.94,198.1126251221,2021,7,15
Wmns NikeCourt Air Zoom Vapor Pro 2 Premium 'J'aime Paris Collection',Nike,0,No,wmns-nikecourt-air-zoom-vapor-pro-2-premium-j-aime-paris-collection-fb7054-105,brown,shoes,over_retail,good_condition,new_no_defects,140.0,169.0,206.9723510742,264.63,326.2047424316,2024,5,15
Air Zoom Vomero 5 'Vast Grey' 2019,Nike,0,No,air-zoom-vomero-5-vast-grey-bv1358-001,grey,shoes,under_retail,good_condition,new_no_defects,160.0,80.0,94.0,126.14,141.74,2019,2,1
Jordan Prime Trainer 'Italy Blue',Nike,0,No,jordan-prime-trainer-italy-blue-881463-104,white,shoes,over_retail,no_original_box,used,100.5811356235,30.0,35.1688156128,57.74,73.1117095947,2021,6,15
Hyperdunk 2015 'White Black Wolf Grey',Nike,0,No,hyperdunk-2015-749561-100,white,shoes,over_retail,no_original_box,used,97.7667130858,80.0,87.2616271973,117.74,129.0953063965,2021,6,15
Air Zoom GT Run 'USA',Nike,0,No,air-zoom-gt-run-usa-cz0202-604,red,shoes,under_retail,good_condition,new_no_defects,175.0,80.0,103.0,117.74,145.34,2021,7,1
Air Max Grind,Nike,0,No,air-max-grind-316990-081,black,shoes,over_retail,no_original_box,used,110.0,300.0,374.2106018066,448.4,504.5602416992,2021,7,15
Court Force High Bt 'Olympic',Nike,0,No,court-force-high-bt-olympic-318550-111,white,shoes,over_retail,badly_damaged,used,118.7371485445,170.0,203.7296142578,244.82,284.9761047363,2021,6,15
Reax 8 TR 'Black Gum',Adidas,0,No,reax-8-tr-black-gum-621716-021,black,shoes,over_retail,good_condition,new_no_defects,85.0,159.0,172.0,230.56,247.41,2021,4,2
Air Tech Challenge Hybrid 'White Volt',Nike,0,No,nike-air-tech-challenge-hybrid-men-s-shoe-653873-100,white,shoes,over_retail,good_condition,new_no_defects,105.0703297116,290.0,325.189239502,400.34,484.3070678711,2021,6,15
Free 5.0+ 'Black',Nike,0,No,free-5-0-579959-002,black,shoes,over_retail,good_condition,new_no_defects,108.1607647434,120.0,130.0,165.74,177.74,2021,7,15
Wmns Outburst Premium 'Pale Ivory',Nike,0,No,wmns-outburst-premium-pale-ivory-aq0086-100,cream,shoes,under_retail,good_condition,new_no_defects,100.0,70.0,93.5154647827,105.74,128.3329620361,2019,1,18
Wmns Air Max 97 'Barely Rose Volt',Nike,0,No,wmns-air-max-97-barely-rose-volt-ci7388-600,pink,shoes,under_retail,good_condition,new_no_defects,170.0,75.0,89.5210266113,111.74,135.4178161621,2020,1,3
Wmns Air Max Oketo WNTR 'Black White',Nike,0,No,wmns-air-max-oketo-wntr-black-white-cd5449-001,black,shoes,over_retail,good_condition,new_no_defects,95.786937983,59.0,71.7487716675,99.74,111.4883499146,2021,7,15
Hyperdunk 2015 'University Blue',Nike,0,No,hyperdunk-2015-749645-403,blue,shoes,over_retail,no_original_box,new_no_defects,119.9090291013,300.0,337.4013061523,452.61,477.7119445801,2021,7,15
Free 5.0 EXT SP 'Be True',Nike,0,No,free-5-0-ext-sp-be-true-618043-010,black,shoes,over_retail,good_condition,new_no_defects,108.1607647434,120.0,130.6178894043,165.74,187.4076538086,2021,7,15
Zoom Clear Out PE,Nike,0,No,zoom-clear-out-pe-888404-071,grey,shoes,over_retail,good_condition,new_no_defects,110.0,195.0,315.3479309082,301.1,536.8753051758,2021,7,15
Wmns Dunk Low 'White Gum',Nike,0,No,wmns-dunk-low-white-gum-309324-114,white,shoes,over_retail,good_condition,new_no_defects,116.3649855438,450.0,425.837097168,601.95,608.6645507812,2021,6,15
Flyknit Trainer 2017 'Cirrus Blue',Nike,0,No,flyknit-trainer-2017-cirrus-blue-ah8396-400,blue,shoes,over_retail,good_condition,new_no_defects,150.0,156.0,168.0,246.39,263.23,2017,9,21
Wmns Dunk Sky High SneakerBoot 'Deep Burgundy',Nike,0,No,wmns-dunk-sky-hi-sneakerboot-deep-burgundy-684954-600,red,shoes,over_retail,good_condition,new_no_defects,180.0,201.0,231.3619995117,284.99,342.7085876465,2021,7,15
Wmns 574 'Super Nova Red',Nike,0,No,wmns-574-super-nova-red-wl574mtb,red,shoes,over_retail,good_condition,new_no_defects,80.0,80.0,86.55103302,117.74,118.7783050537,2021,7,15
Wmns HyperDiamond 2 Pro MCS 'Black Grey',Nike,0,No,wmns-hyperdiamond-2-pro-mcs-black-grey-856493-015,black,shoes,over_retail,no_original_box,new_no_defects,90.2371173235,40.0,50.9155197144,69.74,94.3352584839,2021,7,15
Wmns Air Max Thea DB 'Doernbecher',Nike,0,No,w-s-air-max-thea-db-doernbecher-726490-610,red,shoes,over_retail,good_condition,new_no_defects,116.1567809093,145.0,154.3868865967,230.96,234.6725921631,2021,7,15
Wmns Lunar HyperDiamond 3 Pro 'White Laser Orange',Nike,0,No,wmns-lunar-hyperdiamond-3-pro-white-laser-orange-cd0110-109,white,shoes,over_retail,no_original_box,new_no_defects,75.0,100.0,121.4982147217,141.74,142.2780609131,2021,1,22
Vandal High 'All Star - 90/10',Nike,0,No,vandal-high-90-10-aq0113-001,white,shoes,over_retail,good_condition,new_no_defects,110.0,290.0,357.1603393555,434.37,498.2881469727,2018,2,15
Wmns Renew Ride 2 'Platinum Tint Metallic Gold Star',Nike,0,No,wmns-renew-ride-2-platinum-tint-metallic-gold-star-cu3508-010,white,shoes,under_retail,good_condition,new_no_defects,75.0,73.0,80.3673934937,109.34,128.162399292,2020,12,28
Lunar Fire 'Black Camo',Nike,0,No,lunar-fire-black-camo-861458-003,black,shoes,over_retail,good_condition,new_no_defects,90.2371173235,40.0,50.9155197144,69.74,94.3352584839,2021,7,15
Wmns 574+ 'White Grey Matter',Nike,0,No,wmns-574-white-grey-matter-wl574zfw,white,shoes,over_retail,good_condition,new_no_defects,100.0,120.0,162.0,172.94,239.86,2023,9,5
Air Max Infuriate 2 Mid 'University Red Black',Nike,0,No,air-max-infuriate-2-mid-university-red-black-aa7066-600,red,shoes,over_retail,good_condition,new_no_defects,104.7284965685,117.0,131.3278045654,162.14,193.2974853516,2021,7,15
Air Royal Mid VT,Nike,0,No,air-royal-mid-vt-395757-602,red,shoes,over_retail,no_original_box,used,115.642022234,150.0,168.3224945068,218.9,210.9833221436,2021,7,15
Wmns Air Huarache Run SD 'Particle Pink',Nike,0,No,wmns-air-huarache-run-sd-aa0524-600,pink,shoes,over_retail,missing_lid,new_no_defects,120.0,125.0,198.5117034912,171.74,255.716583252,2021,7,15
Stussy x Vandal High 'Black',Nike,1,Stussy,stussy-x-vandal-high-black-dx5425-001,black,shoes,under_retail,good_condition,new_no_defects,130.0,89.0,97.9180221558,128.54,126.2130966187,2023,6,9
Wmns Air Force 1 Low 'Atomic Pink Iridescent',Nike,0,No,wmns-air-force-1-low-atomic-pink-iridescent-cj1646-601,pink,shoes,over_retail,good_condition,new_no_defects,99.5582911223,105.0,115.6125335693,154.94,165.976776123,2021,7,15
Wmns Air Max 97 'Woodgrain',Nike,0,No,air-max-97-woodgrain-cu4751-001,black,shoes,under_retail,good_condition,new_no_defects,180.0,78.0,84.0,115.34,122.54,2019,12,14
Wmns Air Max SC 'Pearl Pink White',Nike,0,No,wmns-air-max-sc-pearl-pink-white-cw4554-601,pink,shoes,over_retail,good_condition,new_no_defects,85.0,180.0,217.0191040039,222.74,223.6281585693,2022,12,22
Wmns Renew Ride 2 'Summit White Crimson Bliss',Nike,0,No,wmns-renew-ride-2-summit-white-crimson-bliss-cu3508-106,white,shoes,under_retail,good_condition,new_no_defects,75.0,51.0,62.1077690125,91.34,105.7034835815,2021,4,18
Air Max Alpha Trainer 5 'Iron Grey Gum',Nike,0,No,air-max-alpha-trainer-5-iron-grey-gum-m0829-008,grey,shoes,over_retail,good_condition,new_no_defects,90.0,119.0,140.5824584961,164.54,200.9661102295,2023,4,2
Dunk High Pro SB 'Sweet Beet',Nike,0,No,dunk-high-sb-sweet-beet-dq4485-600,pink,shoes,under_retail,good_condition,new_no_defects,120.0,65.0,70.0,99.74,105.74,2022,11,28
Wmns Air Footscape Woven 'Dark Denim',Nike,0,No,wmns-air-footscape-woven-dark-denim-hf1759-400,blue,shoes,under_retail,good_condition,new_no_defects,160.0,75.0,81.0,111.74,118.94,2024,7,15
Wmns Free 5.0 TR Fit 5,Nike,0,No,wmns-free-5-0-tr-fit-5-806277-001,black,shoes,over_retail,no_original_box,used,110.0,69.0,89.9585723877,104.54,132.1003265381,2021,7,15
Jordan Ace 'White Wolf Grey Red',Nike,0,No,jordan-ace-white-wolf-grey-red-307488-106,white,shoes,over_retail,badly_damaged,new_no_defects,121.3428885265,175.0,203.0518493652,251.3,310.8586730957,2021,6,15
Stussy x Air Max 2013 'Black',Nike,1,Stussy,stussy-x-air-max-2015-black-dm6447-black,black,shoes,under_retail,good_condition,new_no_defects,210.0,96.0,104.0,136.94,146.54,2022,8,5
Wmns Air Max 1 VT QS 'New Years Eve Pack',Nike,0,No,nike-air-max-1-vt-qs-women-s-shoe-615868-002,black,shoes,over_retail,good_condition,new_no_defects,139.0357995577,411.0,444.0,604.11,650.39,2021,7,15
Wmns Court Air Zoom Zero HC 'Pure Platinum',Nike,0,No,wmns-court-air-zoom-zero-hc-pure-platinum-aa8022-001,white,shoes,over_retail,good_condition,new_with_defects,130.0,90.0,122.5014953613,129.74,119.8842926025,2019,11,24
Wmns Air Max Zero SI 'Glacier Blue',Nike,0,No,wmns-air-max-zero-si-881173-400,blue,shoes,over_retail,good_condition,new_no_defects,108.2976922912,90.0,108.5074768066,129.74,145.48878479,2021,7,15
Wmns Air Max 95 'Green Velvet',Nike,0,No,wmns-air-max-95-velvet-teal-dz5226-300,teal,shoes,under_retail,good_condition,new_no_defects,190.0,25.0,27.0,61.34,63.74,2022,11,30
Lunar Roam 'Dark Smoke Grey',Nike,0,No,lunar-roam-dark-smoke-grey-dv2440-002,black,shoes,under_retail,good_condition,new_no_defects,150.0,28.0,53.0,55.34,85.34,2024,3,15
Adizero Electric+ 'Somos',Adidas,0,No,adizero-electric-somos-ig3486,pink,shoes,over_retail,good_condition,new_no_defects,150.0,261.0,281.1349487305,393.34,503.2781066895,2024,9,23
